PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
FJXXCK,isabella.owen@example.net,6994155891,302,83,385,Silver,Silver,8/2/2022,166
OYXXHG,julie.solis@example.net,8975508662,677,0,869,Silver,Silver,8/11/2022,192
D5XXFZ,kayla.flowers@example.org,6556439919,187,0,538,Silver,Silver,8/3/2022,351
J9XXR4,patricia.bush@example.net,4844858778,35,0,41,Silver,Silver,8/3/2022,6
GVXX4Y,sabrina.edwards@example.org,5801415802,2052,0,2087,Silver,Gold,9/26/2022,35
D5XXFZ,kimberly.mitchell@example.com,205642626,815,0,2419,,Gold,8/29/2022,1604
D1XX6E,sabrina.khan@example.com,266229454,96,0,307,Silver,Silver,9/26/2022,211
M1XXN4,mitchell.velez@example.net,5131305508,3654,0,4814,,Gold,9/26/2022,1160
GJXXTJ,kathy.ray@example.net,8733502613,33,73,106,Silver,Silver,9/16/2022,146
DJXXHK,anna.carpenter@example.net,3530222806,4095,0,4446,Silver,Gold,9/16/2022,351
DEXX8M,jacqueline.todd@example.net,9691603260,1180,0,2103,Silver,Gold,9/6/2022,923
MWXXMX,jaime.rosales@example.net,8622181610,1582,0,2299,Silver,Gold,8/20/2022,717
BFXXR8,nicholas.chavez@example.com,8943216974,6272,0,18812,Platinum,Platinum,12/1/2021,12540
GGXXMT,meghan.jordan@example.net,3623118380,6535,0,16599,Platinum,Platinum,12/1/2021,10064
MTXXRZ,margaret.wade@example.com,1448890509,2513,0,6549,Gold,Diamond,8/27/2022,4036
CEXX6T,ebony.diaz@example.net,9804142849,412,0,2304,,Gold,8/27/2022,1892
J6XXP6,joseph.taylor@example.org,5272211344,1726,0,6695,Gold,Diamond,8/12/2022,4969
J9XXQW,kathryn.brown@example.com,2365944531,171,0,492,Silver,Silver,8/12/2022,321
JDXXFJ,lori.owens@example.org,7898735154,110,644,799,,Silver,8/17/2022,1333
HBXXXD,ian.gallagher@example.org,7020753895,2203,611,3381,,Gold,8/13/2022,1789
OSXX9L,christian.campos@example.net,8225112341,413,0,529,Silver,Silver,8/13/2022,116
JLXXRJ,robin.douglas@example.org,5464421737,140,0,290,Silver,Silver,8/3/2022,150
GKXXS9,austin.hernandez@example.com,9743656771,326,0,892,Silver,Silver,8/3/2022,566
E1XXSL,daniel.wilson@example.com,5427285322,97,0,136,Silver,Silver,7/17/2022,39
GWXX68,stanley.garcia@example.org,1318366750,3065,0,4868,,Gold,7/17/2022,1803
ATXX28,kevin.harris@example.org,9406300469,169,0,203,Silver,Silver,12/12/2021,34
OMXX4B,christina.lynch@example.net,3910240679,821,0,944,Silver,Silver,3/23/2022,123
PVXX6Z,javier.reese@example.com,8786670749,1168,0,2425,,Gold,3/23/2022,1257
BXXX3P,stephen.watson@example.com,8781930651,3906,0,4437,Silver,Gold,8/10/2021,531
BHXXBX,mike.sanders@example.com,5212075181,334,0,634,Silver,Silver,6/11/2022,300
BHXXBX,katherine.wagner@example.net,6082144653,267,0,436,Silver,Silver,6/11/2022,169
IQXXYE,james.wright@example.net,9148907099,54,0,62,Silver,Silver,3/14/2022,8
EWXX7E,elijah.wells@example.com,9278534467,1285,0,9987,Diamond,Diamond,3/14/2022,8702
IQXX6F,deborah.berger@example.org,3873538960,417,0,2529,Gold,Gold,6/17/2022,2112
GBXXHP,roger.collier@example.org,3988922666,360,0,734,Silver,Silver,6/17/2022,374
K3XXFL,richard.nguyen@example.com,7832925996,15672,0,19329,Gold,Platinum,3/23/2022,3657
L6XXKS,cathy.smith@example.net,322902365,351,0,719,Silver,Silver,3/23/2022,368
F9XX9E,tina.scott@example.com,8102079518,367,0,676,Silver,Silver,7/6/2022,309
F9XX9E,jason.gardner@example.net,2652599177,7282,0,9990,Gold,Diamond,3/18/2022,2708
PWXXSS,debra.ward@example.com,7916098773,333,0,3613,Gold,Gold,3/18/2022,3280
CNXXCC,stephanie.morales@example.net,1380729111,54,0,147,Silver,Silver,6/15/2022,93
O8XXM1,eric.ryan@example.net,2514268671,41,0,142,Silver,Silver,6/15/2022,101
H1XXEK,richard.charles@example.org,3814375030,77,0,507,Silver,Silver,3/23/2022,430
H2XXVB,melissa.mcclain@example.net,133866529,402,0,5338,Gold,Diamond,3/23/2022,4936
B1XXTF,daniel.sutton@example.org,3298781851,266,0,940,Silver,Silver,7/22/2022,674
B1XXTF,sheryl.chase@example.net,8845192249,202,0,305,Silver,Silver,7/22/2022,103
NTXXXJ,stephen.miller@example.org,5097787417,3326,0,3534,Silver,Gold,3/24/2022,208
FTXXVX,gregory.hill@example.org,6917408441,864,1673,2853,Gold,Gold,3/24/2022,3662
MPXXVF,michelle.myers@example.com,5557821903,297,0,482,Silver,Silver,3/24/2022,185
L8XXYW,amanda.barton@example.com,1552283910,4676,0,6458,,Diamond,3/24/2022,1782
L8XXYW,james.page@example.com,4802582532,1965,787,3883,Gold,Gold,8/24/2022,2705
FLXXFS,vincent.richard@example.net,3187876823,1738,0,2635,Silver,Gold,8/24/2022,897
FLXXHX,paula.navarro@example.org,3156810338,200,0,528,Silver,Silver,6/18/2022,328
DBXXEN,kimberly.bailey@example.org,4127690404,19,0,231,Silver,Silver,6/18/2022,212
ILXXMC,robert.wilson@example.org,4268546131,1364,0,2230,Silver,Gold,7/13/2022,866
CWXXHX,tracy.jones@example.com,9258129000,14,58,72,Silver,Silver,7/13/2022,116
FVXXB5,brandi.sullivan@example.org,5720304992,5338,0,5485,Silver,Diamond,7/28/2022,147
OJXX6C,suzanne.hall@example.com,5625274008,48,0,164,Silver,Silver,7/28/2022,116
N9XXGM,teresa.jackson@example.net,9384699612,57,0,109,Silver,Silver,8/31/2022,52
ANXXR5,cody.santos@example.net,3268638976,3956,0,4770,Silver,Gold,8/31/2022,814
DLXXWG,james.perez@example.net,6780508317,129,0,978,Silver,Silver,8/23/2022,849
FLXXGR,tyler.banks@example.net,3290148642,7405,0,8995,,Diamond,8/30/2022,1590
A3XXJE,eric.kim@example.com,7124337028,195,0,433,Silver,Silver,8/30/2022,238
H7XXL3,angela.griffin@example.com,7018357847,2690,0,3788,,Gold,6/11/2022,1098
M8XXF9,alicia.moran@example.org,7657701900,1104,0,2742,,Gold,6/11/2022,1638
IPXX2S,james.moody@example.com,6416610098,101,0,2241,Gold,Gold,7/7/2022,2140
H1XXLD,dennis.wise@example.com,1708128032,732,201,951,Silver,Silver,7/7/2022,420
H9XX74,erik.sims@example.com,6948086076,270,0,373,Silver,Silver,8/22/2022,103
DHXX5Z,peter.fox@example.com,3652035748,437,0,550,Silver,Silver,8/22/2022,113
MQXXBF,hannah.whitaker@example.org,8734537416,42,0,53,Silver,Silver,8/5/2022,11
CHXXGT,ricky.russell@example.net,3059275113,227,0,3024,Gold,Gold,8/5/2022,2797
CHXXGT,kyle.gonzalez@example.org,3873479565,218,0,824,Silver,Silver,7/20/2022,606
CMXXL7,sheri.johnson@example.com,9390897765,389,331,753,Silver,Silver,7/20/2022,695
MEXX5J,steven.alexander@example.org,2236582520,88,0,225,Silver,Silver,6/14/2022,137
GHXXVR,chelsea.brown@example.com,1540512747,4082,0,4459,Silver,Gold,6/14/2022,377
B6XXFH,yolanda.wells@example.com,7209685092,2721,0,9788,Diamond,Diamond,6/14/2022,7067
P9XXCD,caroline.baker@example.org,8251556859,480,0,716,Silver,Silver,6/14/2022,236
KYXX21,julie.barker@example.com,9004948322,1256,0,3281,Gold,Gold,7/16/2022,2025
KYXX21,andrew.nguyen@example.net,2617030997,239,0,363,Silver,Silver,7/16/2022,124
J6XX27,kelsey.jones@example.org,5868126193,597,0,610,Silver,Silver,9/3/2022,13
E9XXJN,rachel.fisher@example.com,8741664152,673,0,3747,Gold,Gold,9/3/2022,3074
ILXXLW,amy.smith@example.net,3802073474,2404,0,3731,,Gold,9/3/2022,1327
G7XXTK,jose.mckinney@example.org,9877958189,128,0,168,Silver,Silver,9/3/2022,40
DVXXL6,anna.robinson@example.org,9385116280,163,0,684,Silver,Silver,7/31/2022,521
GDXXVX,nicole.rodriguez@example.org,6274861786,648,0,4883,Gold,Gold,7/31/2022,4235
OKXXS1,timothy.copeland@example.org,1892417566,427,0,532,Silver,Silver,7/31/2022,105
NMXX7K,tyler.daniels@example.com,2006533847,16,0,113,Silver,Silver,7/31/2022,97
P8XXGX,ronald.johnson@example.com,489025474,295,0,989,Silver,Silver,7/26/2022,694
NQXX3H,janice.davis@example.org,1394157390,36,472,869,,Silver,7/26/2022,1305
M6XX8C,reginald.escobar@example.net,1826798395,176,0,211,Silver,Silver,7/26/2022,35
JFXXEH,sharon.beard@example.org,4716999019,245,0,944,Silver,Silver,7/26/2022,699
JFXXEH,trevor.chapman@example.org,5474368931,2215,0,2391,Silver,Gold,8/17/2022,176
BQXX27,michelle.walsh@example.net,5531926078,705,0,806,Silver,Silver,8/17/2022,101
ATXX4N,kathryn.garner@example.org,7084141881,18,0,705,Silver,Silver,3/18/2022,687
LJXXJB,george.scott@example.org,6634122958,186,0,513,Silver,Silver,3/18/2022,327
O4XXF7,howard.peterson@example.net,6145487287,70,0,122,Silver,Silver,8/20/2022,52
PEXXKX,elizabeth.johnson@example.net,8426869152,1095,0,3578,Gold,Gold,8/20/2022,2483
BMXXQW,lori.blake@example.com,7616789187,27,0,124,Silver,Silver,7/14/2022,97
PKXXCG,kathleen.anderson@example.com,1621725349,776,0,801,Silver,Silver,6/22/2022,25
PKXXCG,rebekah.cole@example.org,4980765278,821,0,932,Silver,Silver,6/22/2022,111
CFXXTX,zachary.maynard@example.net,3589589534,425,0,706,Silver,Silver,2/5/2022,281
O1XXV4,andrew.rollins@example.org,3302600404,247,0,636,Silver,Silver,2/5/2022,389
O1XXV4,robert.sutton@example.org,3250959563,1043,0,4688,Gold,Gold,8/1/2022,3645
OPXXTY,bonnie.acosta@example.org,9314691038,565,0,6990,Diamond,Diamond,8/18/2022,6425
N8XXSE,emily.harper@example.net,2268032131,159,0,515,Silver,Silver,8/18/2022,356
GNXXL9,karen.bauer@example.org,1450473009,528,0,627,Silver,Silver,7/2/2022,99
FSXXX6,michele.holland@example.net,5363204683,2473,791,3413,,Gold,5/11/2022,1731
OTXXYZ,joseph.hays@example.net,1436685440,1122,3140,5000,Diamond,Diamond,5/11/2022,7018
GNXXL9,glenda.reyes@example.com,8830445148,264,0,971,Silver,Silver,8/5/2022,707
LGXXPX,michael.hughes@example.com,2020782195,4531,0,6074,,Diamond,8/13/2022,1543
NXXXWT,erica.sanchez@example.org,3868872551,3293,0,8234,Gold,Diamond,8/13/2022,4941
BNXXNT,kenneth.johnson@example.org,9261476976,62,0,88,Silver,Silver,1/21/2022,26
I6XXJK,nicholas.brown@example.net,5074855138,1618,0,2938,,Gold,5/21/2022,1320
I6XXJK,jose.fisher@example.org,3070533966,3013,0,4579,,Gold,5/21/2022,1566
D9XXRE,regina.dominguez@example.com,9536058658,2616,0,4687,Gold,Gold,7/4/2022,2071
D8XXLG,alicia.morgan@example.net,4972072611,368,0,830,Silver,Silver,7/4/2022,462
D9XXRE,timothy.anderson@example.net,7946083324,364,0,543,Silver,Silver,8/30/2022,179
GTXXMK,david.oconnell@example.org,7537942596,272,0,2133,,Gold,8/30/2022,1861
CWXXGW,patrick.berry@example.com,6812505975,5,0,199,Silver,Silver,7/30/2022,194
FVXXD3,darin.mcmahon@example.net,3096428777,19,0,21,Silver,Silver,7/30/2022,2
GVXXF0,brenda.ellis@example.com,7954647422,12292,0,18806,Diamond,Platinum,1/14/2022,6514
J0XX9G,charles.jefferson@example.com,8678083938,1507,0,2748,,Gold,1/14/2022,1241
PRXX8N,christy.shelton@example.net,6523989590,149,0,724,Silver,Silver,8/16/2022,575
P3XX9P,brandy.goodwin@example.net,6952626528,12,0,462,Silver,Silver,8/16/2022,450
H4XXTJ,steve.allen@example.com,7800244367,403,0,745,Silver,Silver,8/16/2022,342
P3XX9P,kevin.kemp@example.org,5407362218,4746,0,4850,Silver,Gold,8/16/2022,104
H4XXTJ,nicole.chase@example.net,3372480787,45,0,854,Silver,Silver,8/28/2022,809
KYXX2R,emily.mendez@example.com,5448862231,1622,0,8291,Diamond,Diamond,8/28/2022,6669
KYXX2R,teresa.roberts@example.com,7702534988,2861,0,2864,Silver,Gold,7/16/2022,3
G0XXJ8,hannah.burns@example.net,7906843226,46,0,233,Silver,Silver,7/16/2022,187
MQXX6B,jacqueline.smith@example.com,2782351463,3527,0,3786,Silver,Gold,4/5/2022,259
G1XXF5,wendy.johnson@example.net,679572907,72,0,507,Silver,Silver,4/5/2022,435
G1XXF5,tamara.brown@example.org,113129400,968,0,4143,Gold,Gold,8/9/2022,3175
GKXXHH,tara.best@example.net,7696511475,51,0,3556,Gold,Gold,5/31/2022,3505
HYXXK3,anthony.saunders@example.org,460145530,539,0,790,Silver,Silver,5/31/2022,251
B4XXR1,mary.doyle@example.com,4630287458,2652,0,4763,Gold,Gold,5/31/2022,2111
E9XX66,traci.mcdaniel@example.com,574428580,187,0,591,Silver,Silver,7/26/2022,404
DEXXQD,william.ford@example.org,3240766784,203,0,216,Silver,Silver,7/26/2022,13
LQXXZJ,stephanie.robbins@example.com,6638937633,292,0,830,Silver,Silver,8/17/2022,538
ELXXVK,jerry.johnson@example.org,822358119,247,0,853,Silver,Silver,8/17/2022,606
ELXXVK,matthew.berry@example.net,2441602613,78,0,217,Silver,Silver,8/17/2022,139
DMXX4Q,jerry.carney@example.com,9572716146,3416,0,3665,Silver,Gold,8/17/2022,249
P8XXND,matthew.conner@example.com,878101069,14,0,2217,Gold,Gold,7/29/2022,2203
LSXX83,amy.myers@example.com,1579295965,475,0,4647,Gold,Gold,7/29/2022,4172
CXXX36,david.daniel@example.org,4826054651,84,0,740,Silver,Silver,8/29/2022,656
CXXX36,kenneth.jackson@example.net,6565382662,181,0,227,Silver,Silver,8/29/2022,46
CKXXQE,william.baker@example.org,1498791195,1640,0,4818,Gold,Gold,9/1/2022,3178
L5XXDH,rachel.wang@example.org,6300921504,66,0,233,Silver,Silver,9/1/2022,167
L5XXDH,sheri.rivera@example.org,1907609837,243,0,611,Silver,Silver,8/17/2022,368
BXXX1V,diana.edwards@example.com,5211212016,546,0,837,Silver,Silver,6/1/2022,291
H4XXBH,jason.willis@example.net,2377041244,913,0,953,Silver,Silver,6/1/2022,40
LMXXWK,samantha.chan@example.net,3379738219,690,0,2067,,Gold,8/1/2022,1377
ATXX94,amber.phillips@example.net,502376183,1925,0,4506,Gold,Gold,8/1/2022,2581
ATXX94,cameron.bullock@example.org,9459540870,152,0,304,Silver,Silver,8/1/2022,152
DEXXVH,michael.rivera@example.com,8426125815,651,0,3946,Gold,Gold,8/1/2022,3295
N4XXYG,dylan.fuentes@example.com,3210364390,77,0,109,Silver,Silver,6/2/2022,32
N4XXYG,alan.meadows@example.com,2983606846,385,0,547,Silver,Silver,6/2/2022,162
PVXX71,rebecca.macdonald@example.net,1036131299,46,0,256,Silver,Silver,7/13/2022,210
JXXXSE,jennifer.griffith@example.com,7157079703,190,0,237,Silver,Silver,7/13/2022,47
FBXXKX,tracy.garcia@example.net,5174221365,218,10,228,Silver,Silver,7/13/2022,20
LEXXRR,arthur.bartlett@example.net,3719180739,50,0,263,Silver,Silver,7/13/2022,213
F5XXPZ,justin.murray@example.org,6038158757,89,0,173,Silver,Silver,7/10/2022,84
NGXXQG,kaylee.young@example.com,2657904961,5481,671,8221,Gold,Diamond,7/10/2022,3411
CRXXXY,marie.thomas@example.com,2738665412,826,0,4965,Gold,Gold,7/10/2022,4139
PXXX1B,natalie.alvarado@example.org,7131462843,785,0,2343,,Gold,7/10/2022,1558
NEXXEP,jacob.fry@example.net,5682304548,65,0,2686,Gold,Gold,6/7/2022,2621
D4XXV3,susan.zamora@example.com,1716799869,175,0,286,Silver,Silver,6/7/2022,111
GWXXF9,cynthia.hernandez@example.com,4297853967,3049,1488,4611,Gold,Gold,6/7/2022,3050
B6XXF7,donna.baker@example.com,5626306820,1633,0,2056,Silver,Gold,6/7/2022,423
N8XX3G,brittany.brown@example.com,9374516120,298,0,843,Silver,Silver,7/16/2022,545
CEXX03,dawn.freeman@example.org,1624860959,1166,0,2668,,Gold,7/16/2022,1502
N8XX3G,pamela.lang@example.net,6693155695,3843,0,4844,,Gold,7/21/2022,1001
ECXXZ4,amanda.shah@example.org,3520254979,325,0,979,Silver,Silver,7/21/2022,654
EHXXHY,leslie.norris@example.org,8183595965,727,0,907,Silver,Silver,7/21/2022,180
ATXXL9,derek.clark@example.org,5723758378,120,0,142,Silver,Silver,7/21/2022,22
EHXXHY,danny.arnold@example.org,7871161714,324,0,422,Silver,Silver,8/2/2022,98
ATXXL9,david.jordan@example.com,2508584138,58,0,306,Silver,Silver,8/2/2022,248
AVXX1R,cindy.medina@example.net,7593978879,170,0,502,Silver,Silver,6/23/2022,332
N6XXDQ,timothy.smith@example.net,4391593013,297,0,674,Silver,Silver,6/23/2022,377
N3XXW5,donna.strickland@example.com,8418066276,3843,0,4909,,Gold,8/27/2022,1066
F8XX67,christine.thompson@example.net,7943443063,253,210,497,Silver,Silver,8/27/2022,454
B0XXP1,angela.martinez@example.net,5365396611,480,0,4893,Gold,Gold,8/26/2022,4413
EPXXK9,teresa.johnson@example.net,8445438137,155,0,620,Silver,Silver,8/26/2022,465
CQXXZP,roberto.lozano@example.net,5166489991,3494,178,3690,Silver,Gold,8/28/2022,374
N1XXQ0,erika.campbell@example.org,7873533770,1358,0,2794,,Gold,8/12/2022,1436
AEXX7W,cynthia.murphy@example.net,9918336465,22,0,89,Silver,Silver,8/12/2022,67
AEXX7W,heather.davis@example.net,6353951977,419,0,5411,Gold,Diamond,8/22/2022,4992
AHXXJF,eric.johnson@example.com,6218954621,165,0,310,Silver,Silver,8/22/2022,145
BQXXX7,susan.wright@example.net,8422468188,5,0,39,Silver,Silver,7/14/2022,34
CMXXZD,ronald.stevens@example.net,9020072317,65,0,3663,Gold,Gold,7/14/2022,3598
APXX12,peter.miller@example.org,5835508742,259,0,747,Silver,Silver,7/14/2022,488
MLXX7K,amanda.perez@example.com,1686218495,165,0,782,Silver,Silver,6/3/2022,617
MLXX7K,mark.arnold@example.com,945698534,657,0,705,Silver,Silver,6/3/2022,48
LTXXCK,sherry.reynolds@example.org,2596994021,383,0,939,Silver,Silver,6/3/2022,556
J4XXGN,eric.santiago@example.com,6239435105,287,0,516,Silver,Silver,8/11/2022,229
DMXX0Y,matthew.davis@example.net,5879376297,152,0,271,Silver,Silver,7/15/2022,119
MVXX1M,matthew.mccann@example.org,2101105392,518,0,574,Silver,Silver,8/2/2022,56
OBXXQS,renee.fischer@example.net,9823953484,378,0,5102,Gold,Diamond,7/26/2022,4724
O3XXX1,natalie.miller@example.com,1085318895,101,0,262,Silver,Silver,7/26/2022,161
IBXXBL,nicole.cameron@example.org,2214190816,2410,0,2540,Silver,Gold,7/1/2022,130
IBXXBL,brent.peterson@example.org,527910300,22,0,56,Silver,Silver,7/1/2022,34
D2XXL5,brian.smith@example.org,7006006381,50,0,892,Silver,Silver,6/2/2022,842
D2XXL5,lisa.blackburn@example.org,6745698532,1021,0,2744,,Gold,8/2/2022,1723
GRXX2G,erica.schmidt@example.net,1406031183,1779,0,3211,,Gold,8/2/2022,1432
N0XXE0,brianna.livingston@example.org,9607335613,140,0,452,Silver,Silver,7/20/2022,312
N0XXE0,ronald.donaldson@example.org,9604164100,424,0,816,Silver,Silver,7/20/2022,392
A6XXTL,patrick.davis@example.net,3488965652,573,137,739,Silver,Silver,7/10/2022,303
HQXXGQ,melissa.keller@example.org,3517676358,391,0,498,Silver,Silver,7/10/2022,107
HQXXGQ,derek.jones@example.org,3991837937,224,0,20060,Platinum,Platinum,7/15/2022,19836
DZXXC9,luis.peters@example.net,8038154615,197,0,790,Silver,Silver,7/15/2022,593
DZXXC9,matthew.roberts@example.com,9419389494,34,0,61,Silver,Silver,7/16/2022,27
O0XXVB,erika.jennings@example.com,5481080107,842,0,3586,Gold,Gold,8/19/2022,2744
PJXXMD,michael.walters@example.net,4958711240,97,202,423,Silver,Silver,8/28/2022,528
DBXX7P,michael.jones@example.org,79707475,740,0,958,Silver,Silver,8/28/2022,218
GLXXHG,joseph.anderson@example.net,656624719,461,0,852,Silver,Silver,9/5/2022,391
FNXX1R,rhonda.garza@example.com,3195914121,241,0,3790,Gold,Gold,9/5/2022,3549
OCXX7W,kelly.johnson@example.net,231604800,88,0,202,Silver,Silver,8/23/2022,114
BLXXNX,lisa.baldwin@example.com,5006947439,497,0,576,Silver,Silver,8/23/2022,79
M6XXYZ,juan.moon@example.org,754465017,69,0,399,Silver,Silver,9/1/2022,330
M6XXYZ,tamara.wilkins@example.org,93306038,1609,0,2151,Silver,Gold,9/1/2022,542
OCXX7W,sarah.mcdaniel@example.net,4445390711,230,0,680,Silver,Silver,7/29/2022,450
G2XXW5,vickie.fowler@example.net,8659114825,1105,0,3560,Gold,Gold,7/29/2022,2455
AZXX42,gwendolyn.washington@example.com,1072509247,2469,0,6930,Gold,Diamond,8/31/2022,4461
AZXX42,brandi.wheeler@example.com,4539069080,395,0,682,Silver,Silver,8/31/2022,287
EKXX4E,christina.baker@example.com,1605957702,104,0,2404,Gold,Gold,5/23/2022,2300
D6XXE3,julie.wright@example.com,5336400360,427,0,751,Silver,Silver,5/23/2022,324
LZXX9V,laura.schroeder@example.org,25737704,83,0,284,Silver,Silver,3/24/2022,201
CCXXJN,nathan.nguyen@example.org,1688222621,470,0,534,Silver,Silver,3/24/2022,64
EJXXK9,kimberly.burnett@example.net,5142715596,302,0,7901,Diamond,Diamond,8/10/2022,7599
CCXXJN,mary.thompson@example.org,7664705082,465,0,501,Silver,Silver,8/10/2022,36
H5XXH2,wesley.colon@example.com,4215035450,102,0,200,Silver,Silver,8/10/2022,98
H5XXH2,david.johnson@example.org,8007075180,1783,0,3359,,Gold,8/10/2022,1576
NVXXYT,steven.todd@example.com,5681507926,66,0,146,Silver,Silver,5/20/2022,80
N1XXC2,john.mejia@example.com,7611935993,453,0,5770,Diamond,Diamond,5/20/2022,5317
MRXX43,kristen.long@example.net,6216765523,836,0,917,Silver,Silver,4/13/2022,81
BJXX51,maria.white@example.org,940348750,739,0,766,Silver,Silver,4/13/2022,27
BJXX51,aaron.murphy@example.net,683317808,1631,0,14576,Platinum,Platinum,6/1/2022,12945
P8XXV8,ryan.murphy@example.net,5758385487,27,0,561,Silver,Silver,6/1/2022,534
N1XXKH,mariah.mcintosh@example.com,3965932159,1936,210,2784,,Gold,5/9/2022,1058
L3XX7G,john.snyder@example.org,2049061103,53,0,109,Silver,Silver,5/9/2022,56
L3XX7G,devin.kent@example.com,3848560051,1652,0,3400,,Gold,8/15/2022,1748
AEXXPT,david.lee@example.net,9333169254,41,0,235,Silver,Silver,8/15/2022,194
MCXX4Q,george.johnson@example.com,444561570,3518,0,8537,Diamond,Diamond,10/20/2021,5019
OBXXKK,aaron.lee@example.com,100796300,469,0,706,Silver,Silver,10/20/2021,237
MCXX4Q,michael.gonzalez@example.org,6166346517,302,0,815,Silver,Silver,10/20/2021,513
OBXXKK,kristie.byrd@example.net,4569154762,682,0,2753,Gold,Gold,10/20/2021,2071
G0XX7S,cynthia.fischer@example.net,6033047043,4,0,111,Silver,Silver,8/22/2022,107
HXXXNX,jason.ruiz@example.net,3170945016,1266,0,8096,Diamond,Diamond,8/22/2022,6830
G0XX7S,christina.brown@example.net,1174045115,89,0,4683,Gold,Gold,8/26/2022,4594
O3XXMH,scott.barrett@example.org,7409069820,502,0,711,Silver,Silver,8/26/2022,209
EWXXZ9,dawn.gentry@example.com,9496666338,4119,0,4620,Silver,Gold,8/19/2022,501
AZXXWY,william.fleming@example.com,130605702,85,0,383,Silver,Silver,8/19/2022,298
FYXX4F,bradley.johnston@example.net,2573407808,178,0,767,Silver,Silver,9/4/2022,589
NPXX5W,charles.newman@example.org,6907108118,159,0,317,Silver,Silver,9/4/2022,158
NQXXW8,amy.terry@example.net,2824673396,63,0,268,Silver,Silver,8/13/2022,205
PCXXSV,maureen.gomez@example.org,2686379372,1947,0,2284,Silver,Gold,8/13/2022,337
PCXXSV,william.parks@example.org,7796516298,0,0,0,Silver,Silver,7/22/2022,0
NFXX3X,jeremy.sanchez@example.com,7175867132,117,0,123,Silver,Silver,7/22/2022,6
CZXX0B,david.berry@example.org,4270981684,206,0,535,Silver,Silver,9/6/2022,329
PXXXZS,walter.arroyo@example.net,1715880259,864,0,903,Silver,Silver,9/6/2022,39
BKXX8L,ashley.todd@example.org,1160067422,129,0,399,Silver,Silver,9/6/2022,270
NFXX3X,greg.riley@example.com,1328585955,773,0,2568,,Gold,9/6/2022,1795
PXXXZS,jenna.webb@example.com,3361041301,110,0,139,Silver,Silver,11/13/2021,29
BKXX8L,keith.nelson@example.net,6676213489,4160,0,4449,Silver,Gold,11/13/2021,289
NDXXJ6,patrick.dawson@example.net,6223481270,460,0,608,Silver,Silver,8/5/2022,148
G9XX57,andrew.nguyen@example.com,1571038981,216,0,345,Silver,Silver,8/5/2022,129
B9XXQ3,michael.smith@example.net,3380567060,298,0,570,Silver,Silver,7/28/2022,272
I0XX7T,zoe.harvey@example.com,1781130350,3531,723,4817,Gold,Gold,7/28/2022,2009
I0XX7T,jaclyn.mendez@example.org,5337237208,10785,0,17157,Diamond,Platinum,8/20/2022,6372
I1XX37,michael.bailey@example.net,7130069397,3809,0,4793,Silver,Gold,8/20/2022,984
PWXX2Y,james.andersen@example.com,1906364547,384,0,3333,Gold,Gold,8/10/2022,2949
BEXXLG,nicholas.wallace@example.net,685479312,647,0,835,Silver,Silver,8/10/2022,188
E8XXHE,bradley.rodriguez@example.com,7088066151,1,0,14,Silver,Silver,9/6/2022,13
A7XX9X,kenneth.ramos@example.net,4162010980,492,0,815,Silver,Silver,9/6/2022,323
BGXX4P,darren.miller@example.org,4386519758,818,0,2164,,Gold,9/6/2022,1346
B0XXF7,brandi.peterson@example.com,9152955198,2,0,190,Silver,Silver,9/6/2022,188
B2XXZ1,thomas.le@example.com,2384782254,1519,0,4347,Gold,Gold,8/3/2022,2828
K4XXME,lindsey.stephens@example.org,1020627106,11,0,570,Silver,Silver,7/18/2022,559
MCXXMJ,jeffrey.chan@example.net,9224085154,118,0,222,Silver,Silver,8/20/2022,104
FBXXMS,jodi.sims@example.net,8784941902,2464,0,3478,,Gold,8/20/2022,1014
DKXX74,john.ortiz@example.net,6551643384,3214,0,3918,Silver,Gold,7/13/2022,704
HYXXY2,brittany.morris@example.com,7302706089,1392,0,9756,Diamond,Diamond,7/13/2022,8364
HYXXY2,juan.mckenzie@example.net,2938108957,3128,0,3846,Silver,Gold,8/23/2022,718
DYXXFR,eddie.rodriguez@example.com,159568534,2351,517,3137,,Gold,8/8/2022,1303
BMXXTK,stephen.miller@example.net,9383036516,166,0,335,Silver,Silver,8/8/2022,169
BMXXTK,jason.thompson@example.org,3636666020,1823,0,4219,Gold,Gold,7/31/2022,2396
L5XXJY,jonathan.taylor@example.org,4686882082,349,0,3182,Gold,Gold,7/31/2022,2833
A3XXM0,jeremiah.ellis@example.com,3144863635,367,0,751,Silver,Silver,5/22/2022,384
NVXXXB,wayne.delacruz@example.com,8827514989,2155,0,4420,Gold,Gold,5/22/2022,2265
C1XX6E,laura.sanchez@example.net,8705763311,63,0,128,Silver,Silver,9/6/2022,65
GQXXKG,jessica.torres@example.net,2986697049,700,0,4220,Gold,Gold,9/6/2022,3520
B2XX35,thomas.perkins@example.net,1488807598,263,0,387,Silver,Silver,8/17/2022,124
L2XXP0,mary.webb@example.org,9818278656,183,0,268,Silver,Silver,8/17/2022,85
M9XXVZ,kayla.garner@example.org,1528069691,5673,0,9494,Gold,Diamond,6/24/2022,3821
LGXXQP,heidi.herring@example.org,4918742466,3714,0,4278,Silver,Gold,6/24/2022,564
